"path","asset_type","size_bytes","modified_time","sha256","likely_purpose","associated_experiment","scientific_relevance","current_usability","validation_status","problems_detected"
"scripts/__pycache__/audit_pmps01_dataset.cpython-310.pyc","other","4778","2026-07-24T10:21:04.3191494Z","c650d17e808eec18496a403f3e073f66557c7b0ace397f9f24afaef7b1b7b713","Temporary or cache output","","None","Exclude from publication","STALE",""
"scripts/__pycache__/generate_dataset_manifest.cpython-311.pyc","dataset_manifest","13275","2026-07-20T11:24:46.5092460Z","4279ece88f9ff26893707db5ef4d0c64485cc5270e5200e00188db2690f16972","Temporary or cache output","","None","Exclude from publication","STALE",""
"scripts/__pycache__/generate_pmps01_baseline.cpython-310.pyc","other","17028","2026-07-24T06:12:10.0418716Z","4458dd8be04545027b79ec19a6b0e903f25ed1f34d78f19b885c9346e5690932","Temporary or cache output","","None","Exclude from publication","STALE",""
"scripts/audit_data_leakage.py","source_code","13860","2026-07-21T06:28:55.8190975Z","0a8763c2e5ae23f43ceae3b7f07c086f22cacf7bac98e9f50dade28958b161a1","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/audit_evaluation_pipeline.py","source_code","21494","2026-07-24T05:37:28.4135215Z","42a4267f9d0082e005eb6ac6d5ecc198dc73a07270e18f2b93cf84d4c0f5da57","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/audit_pmps01_dataset.py","source_code","5679","2026-07-24T09:58:55.6748613Z","e3815ed3b317ffd5b5c7fa63e11625c86e003037f4b9edd0d30a56b345eebe50","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/audit_shortcuts.py","source_code","20981","2026-07-21T11:22:00.1452354Z","5d84c46e8d680138e5e3ea89b564c7e37bdd8d3cfaa218a4d7ccfd2651a097f1","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/audit_training_pipeline.py","source_code","15161","2026-07-23T04:17:13.1685666Z","ff614d18215876d0dd1fb5af552700368f5edeec2cb73475f9c2e6bc9b7c471c","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/coap01_acquire.ps1","other","3382","2026-07-27T04:56:35.8153200Z","07f5a1403783a399ad5d2850a25643ad6479016c6169032b6d2e606ee992c047","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"scripts/evaluate_subgroups.py","source_code","4622","2026-07-21T06:28:55.8190975Z","93c4f355d403df99543bdb60f8b5223a597463df89382d89d909c959d318a25d","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/generate_dataset_manifest.py","dataset_manifest","9919","2026-07-23T04:37:02.7127395Z","eb08ceb148f8f86316521ce22daea7065f204741dea8a7a9b7dd2435ac2227d4","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"scripts/generate_pmps01_baseline.py","source_code","18361","2026-07-24T06:08:45.0362839Z","3e3d986fa5ce9647c95ec4e7146a488e3209f18764cea979433286894b2f8195","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/generate_quarterly_change_control_review.py","source_code","13965","2026-07-20T09:46:10.7123187Z","5304676b98075c8bfbf82e7e7cf8783dcb590088f7b16af4be3d5a1a284cb4de","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/recompute_metrics.py","source_code","15394","2026-07-21T06:28:55.8316033Z","8dee5fe94f9f979af24b8b02fe0912b2c300b25a751c169c90d46dfa1dd669c5","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/run_baselines.py","source_code","24999","2026-07-21T11:13:56.5527772Z","2fa7304a76d9e231d9275de56c6ae3a7dd158d57296f840abab7124c44772a83","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/run_diagnostic_baselines.py","source_code","10527","2026-07-23T04:20:29.6702850Z","5216ce15ada2922334c54f22202f1a2d1e03ec00fd546b4af84a24918f3a758f","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/run_publication_audit.py","source_code","22400","2026-07-21T11:23:35.9021886Z","ccff44c865fe126d3a15380c5c26f5a547561c340a61309f310aac042c28e804","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/statistical_validation.py","source_code","19510","2026-07-21T11:14:53.7473627Z","c1372640e0f3ced3d176333b521438283d2e9adeb6ce72e4dd812be4f6f18395","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/update_project_context.py","source_code","10631","2026-07-21T11:48:07.5965560Z","e41480c33da089b18b3e9f05669064197611fbbb8ff85c8570747c08c91db284","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"scripts/verify_inference.py","source_code","1950","2026-07-20T09:46:10.7143182Z","5ee5b04f8232a3c56f4c8876ed568f612250d35957a9b89be8ca453bf2b68c3c","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"setup.bat","other","2061","2026-07-20T09:46:10.7183218Z","336f2e2b2db85e47927de47a9583cc8e8b990120368e144626bc82ebc3a970b5","Repository asset","","Supporting or operational","Inspect before reuse","UNVERIFIED",""
"setup.py","source_code","10650","2026-07-20T09:46:10.7425855Z","3c6ac343191b134ae671ab122a530393efc3d7445834ffaac0fe8fa6c3a6518d","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"show_calibration_results.py","source_code","4834","2026-07-20T09:46:10.7465901Z","2307d3aa27e58344360875a05ff95fc6e115aef013563f5a37881243114e3003","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"tests/__pycache__/test_data_integrity.cpython-310-pytest-9.1.1.pyc","other","18948","2026-07-23T04:20:42.4093205Z","58fde67ac82eefaa19af4d5b6a758f4bfe4348216c1b7792ebfe64331b433692","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/__pycache__/test_data_integrity.cpython-311-pytest-9.1.1.pyc","other","47303","2026-07-20T11:41:47.5788626Z","489ab9af047db99f50cf7d0c7fb5f6556c310be212c1b0f3be8845ce5c5d8762","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/__pycache__/test_prediction_export.cpython-310.pyc","other","4504","2026-07-24T06:00:57.2107339Z","fec1f51f1b9d93a55e7543c6ae931fce1f1cc78ffdbc599b3bf44c0f7af83801","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/__pycache__/test_prediction_export.cpython-310-pytest-9.1.1.pyc","other","5891","2026-07-24T05:07:07.1891751Z","71c7e8e849a692d0006c4a11c318fb95768a8f9fa3c9287ca4523e9f5152f192","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/e2e/__pycache__/test_chaad_adapter.cpython-310.pyc","other","2978","2026-07-24T10:21:04.3191494Z","34c8ebf4498bb9ea87dab71390b686fbed4f9d367b7d344ebb64e5b3d34d896b","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/e2e/__pycache__/test_chaad_adapter.cpython-310-pytest-9.1.1.pyc","other","6979","2026-07-24T10:16:17.5660241Z","4121937f9d5387cb86bdce8211ad282b284cfc7b7cdf82948f6756f3ec43c113","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/e2e/__pycache__/test_cli.cpython-310.pyc","other","7596","2026-07-24T10:21:04.3330236Z","32e1cda712284b633abe442a6cf4818cc632c0d9197c9bb0e5ebefa0b664275d","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/e2e/__pycache__/test_cli.cpython-310-pytest-9.1.1.pyc","other","16677","2026-07-24T10:16:17.5101722Z","ea2f93ebe181c1effbd29104da3ff3a99f612bee0a88f8a05b433c00f5c9e734","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/e2e/test_chaad_adapter.py","source_code","2693","2026-07-24T10:15:37.9665506Z","7548cb5b13763870395676f396988bf2553cafa6c8dbda071666a697faf87fd1","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"tests/ros/e2e/test_cli.py","source_code","8934","2026-07-24T10:15:47.7251559Z","36de3cb5a707d3b38d57cb607fed6a351e477b779c6bdee4899a83486d168890","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"tests/ros/unit/__pycache__/test_evidence_engine.cpython-310.pyc","other","3574","2026-07-24T09:38:44.4412509Z","048f7094b27af90af1c1a77f3acb8b61da07fa4be79bb348177d4bc3184a99d0","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/unit/__pycache__/test_evidence_engine.cpython-310-pytest-9.1.1.pyc","other","8501","2026-07-24T09:35:36.7074399Z","01aeb0533657ee11f64086d971ae35864dc3127974d31cc5866b401b31e7b6bf","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/unit/__pycache__/test_registry.cpython-310.pyc","other","7028","2026-07-24T09:50:03.5163436Z","69001e94b94960c1f4b6812e7e7dac8098691b9746d0e442e228ff83b2c2a3cf","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/unit/__pycache__/test_registry.cpython-310-pytest-9.1.1.pyc","other","14616","2026-07-24T09:45:55.3895093Z","54e014a8e25b59e578504d39dae63e7f6f480936acbac92f63d52510e369dba7","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/unit/__pycache__/test_workflow_engine.cpython-310.pyc","other","5459","2026-07-24T09:38:44.4487603Z","f290ac049994ca66c7ddcea6d0fb13045c4c584798de50a9563b165e10ce3716","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/unit/__pycache__/test_workflow_engine.cpython-310-pytest-9.1.1.pyc","other","12567","2026-07-24T09:30:35.4305187Z","fa4b99a341a8ccba8f143a4286f6b55e1239fffdb157f50076095f443f776593","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/unit/__pycache__/test_workflow_validation.cpython-310.pyc","other","1592","2026-07-24T09:38:44.4527598Z","2c5a631b20eba46a4420dac39df44bd1767bfd3114a77fe0424334ae36300946","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/unit/__pycache__/test_workflow_validation.cpython-310-pytest-9.1.1.pyc","other","2643","2026-07-24T09:30:35.5119689Z","1ed17d96515207f54d4e8ce3cce78d90e1681f09e088a600230e0918301c269b","Temporary or cache output","","None","Exclude from publication","STALE",""
"tests/ros/unit/test_evidence_engine.py","source_code","3780","2026-07-24T09:32:22.2268199Z","9caef4da467b2a289121b456a3b7bd54cabd2d80215bb3ba2d846b24a34a1d5c","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"tests/ros/unit/test_registry.py","source_code","7739","2026-07-24T09:45:51.1346924Z","9a8f4f6323ec0130f79bb0b94cd94e70caa0d12319d7bb3d940f0d2794503c48","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"tests/ros/unit/test_workflow_engine.py","source_code","7127","2026-07-24T09:30:28.8294021Z","7f1c5a7e239f774478fc2689d7df53e611b00e5b8bb99be5d654eb96c2a8a71f","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"tests/ros/unit/test_workflow_validation.py","source_code","1383","2026-07-24T09:30:29.6335393Z","0ebf40cad55a133dc9e00e3e858e884bb57b145f521212c6a0d966f4b6171bfc","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"tests/test_data_integrity.py","source_code","11958","2026-07-21T06:28:55.8316033Z","349ac7104b0517bfb6c04fb976b11012e249918953bf60c5f4384a93cc209fd9","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"tests/test_prediction_export.py","source_code","3951","2026-07-24T05:07:00.1802570Z","911491121ae6b010de1d7706ac0e41f890a3274d296eb8d34c19af2b589dc56b","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"tmp_inspect_manifest.py","source_code","563","2026-07-20T10:56:40.8833394Z","c79d3cfec1e06bfe12422f03c7d5317f7837cbb85314e800b73bbf46b754a0d6","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"TODO.md","narrative_or_log","5317","2026-07-21T11:10:29.9800549Z","3b1ae36ab027f5e0a7ea9d4746f894d047a368421ff2d4f9de518ac55ceaa2af","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"train.py","source_code","5641","2026-07-21T11:11:43.9854603Z","f406cf2fbbeb342f45414ab976cb166feca89806ebaf6a9ce93251611e18813c","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"training/__init__.py","source_code","24","2026-07-20T09:46:10.7565910Z","13eacf12e786cd5bb5cd3d08b4a8e0dc217aab411b841634caf1140320b6a966","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"training/__pycache__/__init__.cpython-311.pyc","other","140","2026-07-21T11:56:59.8834360Z","2ee61b29148ddcc1c1c92744c30031ccd2eda5efdd30b6f7fc225b6430669242","Temporary or cache output","","None","Exclude from publication","STALE",""
"training/__pycache__/loss.cpython-311.pyc","other","6879","2026-07-21T11:56:59.8992687Z","670fdb3bd6ce31e35a5fe2866e19623cc12fec4aaf3c768d2c78126435827981","Temporary or cache output","","None","Exclude from publication","STALE",""
"training/__pycache__/trainer.cpython-311.pyc","other","19593","2026-07-21T11:56:59.8834360Z","9ac2f38df243db0f735681c59ca0e3f68b491875d98fd352d29180c1a972090e","Temporary or cache output","","None","Exclude from publication","STALE",""
"training/loss.py","source_code","5760","2026-07-20T09:46:10.7565910Z","4eb049f1a37f153fc5d3fe59882eaa7f4e6edb77eb26ddabf5be197e38ab1d7d","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"training/trainer.py","source_code","13882","2026-07-20T09:46:10.7607825Z","9ed0cef089eb67a1d7f2bb1bc404957d8220212a76ab7c967b8adec477779b89","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"utils/__init__.py","source_code","21","2026-07-20T09:46:10.7636232Z","65f9058c2a016fc8be59dc2977e9177916796cbe6776ee41dcdd6b6d3ef2bca9","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"utils/__pycache__/__init__.cpython-310.pyc","other","121","2026-07-20T10:16:12.5969990Z","25774a0ac7991587ee4fd38757ff510d4a99631947b6229de5e0411974035a2f","Temporary or cache output","","None","Exclude from publication","STALE",""
"utils/__pycache__/__init__.cpython-311.pyc","other","137","2026-07-20T11:39:01.6963449Z","6af97535fbf5c927dd6bf29c974af7e2285882f4a9de66bb095e28541a95f7c7","Temporary or cache output","","None","Exclude from publication","STALE",""
"utils/__pycache__/audio_utils.cpython-310.pyc","other","4008","2026-07-20T10:16:12.5995181Z","561585a8b2815258aa61ac25a648d8d3e89116fb464f2bf81ba67902c48e992c","Temporary or cache output","","None","Exclude from publication","STALE",""
"utils/__pycache__/audio_utils.cpython-311.pyc","other","6160","2026-07-20T11:39:14.6614636Z","347a99dece69945006fdd2a415e91ce5988132e80009941017568307b5dfe37f","Temporary or cache output","","None","Exclude from publication","STALE",""
"utils/__pycache__/gpu_utils.cpython-311.pyc","other","11789","2026-07-21T11:56:59.8834360Z","ec1f55b1741e8cbc5283db378972d77481e1b1075bf5fbe14f74b6f37742f2bf","Temporary or cache output","","None","Exclude from publication","STALE",""
"utils/__pycache__/metrics.cpython-310.pyc","other","7562","2026-07-23T04:04:23.3634396Z","d022ccc0525e33c162a4cf6de7d43af24b02fc55f279ce1073dab502dbb810b7","Temporary or cache output","","None","Exclude from publication","STALE",""
"utils/__pycache__/metrics.cpython-311.pyc","other","11464","2026-07-21T11:56:59.9007728Z","bb19dbd44371d7adf2c8344122bd5d1dee6ae4641722f95af072151c68f74cb8","Temporary or cache output","","None","Exclude from publication","STALE",""
"utils/__pycache__/seed.cpython-310.pyc","other","2096","2026-07-23T04:20:52.1383437Z","6a3ec66d7cce7de4b3e3a52333f8dc56ac66178d377faccf0c722e1dfff024e1","Temporary or cache output","","None","Exclude from publication","STALE",""
"utils/__pycache__/seed.cpython-311.pyc","other","3213","2026-07-21T11:18:04.3357468Z","4fafb53e0005d1ad383c9b0c1209f1ff81d4da371833613edb9e4398131660f5","Temporary or cache output","","None","Exclude from publication","STALE",""
